# base_catalog_sha256=16cee0b4f7b6b7655990a74f7ffef104c4aef43d5074696cbbb1bcf413d1a623 target_K6_sha256=7b8dd73bfdaced21fe6a6f6acd74231a976b7359bce600cf45c0d1c44db895d6 base_atoms=1782 raw_new_extensions=4501 distinct_labeled_K7=6171
1,3,6,6,3,1,4,3,3,6,6,1,4,6,6,6,1,3,3,4,4,4,4,9,9,9,9,11,11,11,11,11,11,11,11,11,11,14,14,34,34,34,34,34,35,35,37,37,37,37,43,46,46,46,46,50
1,3,6,6,3,2,4,3,3,6,4,1,4,6,4,6,1,2,3,1,4,4,5,5,5,7,7,9,9,9,9,11,11,11,11,11,11,11,12,14,20,22,22,22,34,34,34,34,35,37,37,41,43,43,46,50
1,3,6,6,3,2,4,3,3,6,5,1,4,6,4,6,1,2,3,0,5,0,0,1,1,2,4,5,6,6,9,9,11,11,11,11,11,11,11,14,20,22,23,23,34,34,34,34,35,37,37,42,45,46,48,50
1,3,6,6,3,2,4,3,3,6,6,1,4,6,2,6,1,6,3,4,2,4,7,7,7,9,9,11,11,11,11,11,11,11,14,17,17,20,22,25,27,27,30,30,34,34,34,34,35,37,37,37,40,46,46,50
1,3,6,6,3,2,4,3,3,6,6,1,4,6,5,6,1,4,3,6,4,4,7,9,9,11,11,11,11,11,11,11,12,13,14,22,23,27,30,34,34,34,34,35,37,37,37,37,40,45,45,45,46,46,46,50
1,3,6,6,3,3,4,3,3,6,4,1,4,6,3,6,1,3,3,3,4,4,8,9,9,9,9,11,11,11,11,11,11,11,14,31,32,32,32,32,32,34,34,34,34,34,34,34,35,35,37,37,37,43,46,50
1,3,6,6,3,3,4,3,3,6,6,1,4,6,3,6,1,3,3,1,6,4,8,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,14,31,34,34,34,34,34,34,34,35,37,37,37,40,46,50,50
1,3,6,6,3,4,4,3,3,6,2,1,4,6,6,6,1,4,3,5,2,4,5,5,9,9,11,11,11,11,11,11,11,14,14,20,22,22,23,23,27,30,34,34,34,34,35,37,37,37,43,45,45,45,46,50
1,3,6,6,3,4,4,3,3,6,3,1,4,6,1,6,1,6,3,3,1,4,4,4,4,8,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,14,31,34,34,34,34,34,35,37,37,37,40,46,46,50
1,3,6,6,3,4,4,3,3,6,3,1,4,6,6,6,1,4,3,4,3,4,9,9,9,9,11,11,11,11,11,11,11,14,14,32,32,32,32,34,34,34,34,34,35,37,37,37,37,40,43,43,43,43,46,50
1,3,6,6,3,4,4,3,3,6,4,1,4,6,1,6,1,6,3,2,2,4,4,5,7,7,9,9,9,11,11,11,11,11,11,11,12,12,14,17,22,22,27,27,30,34,34,34,34,35,37,37,37,46,46,50
1,3,6,6,3,4,4,3,3,6,5,1,4,6,2,6,1,4,3,4,5,4,5,9,9,11,11,11,11,11,11,11,13,13,14,22,25,26,29,34,34,34,34,35,36,36,36,36,37,37,43,43,43,46,48,50
1,3,6,6,3,4,4,3,3,6,6,1,4,6,2,6,1,4,3,3,6,4,5,9,9,11,11,11,11,11,11,11,14,14,14,22,22,27,30,34,34,34,34,34,34,35,37,37,37,37,37,37,43,46,50,50
1,3,6,6,3,5,4,3,3,6,4,1,4,6,5,6,1,5,3,5,4,4,9,9,11,11,11,11,11,11,11,13,13,14,15,34,34,34,34,35,36,36,36,36,37,37,38,42,43,44,45,46,48,48,48,50
1,3,6,6,3,6,4,3,3,6,1,1,4,6,3,6,1,4,3,3,3,4,4,8,9,9,9,9,9,9,11,11,11,11,11,11,11,11,14,31,32,34,34,34,34,34,34,34,35,37,37,37,40,46,46,50
1,3,6,6,3,6,4,3,3,6,2,1,4,6,3,6,1,4,3,2,4,4,7,9,9,9,11,11,11,11,11,11,11,12,14,17,22,22,22,22,27,27,30,34,34,34,34,34,35,37,37,37,37,46,46,50
1,3,6,6,3,6,4,3,3,6,2,1,4,6,6,6,1,2,3,4,6,4,7,7,7,9,9,11,11,11,11,11,11,11,14,17,22,27,27,30,30,34,34,34,34,35,37,37,37,40,40,43,46,46,50,50
2,2,6,4,0,2,4,2,2,6,2,1,3,6,6,6,2,4,4,6,6,0,0,0,0,2,5,7,7,11,14,16,18,18,18,20,20,20,20,20,22,22,27,27,27,27,27,27,30,37,40,46,46,46,46,50
2,2,6,4,0,2,4,2,2,6,4,1,3,6,3,6,2,6,4,6,6,0,0,0,0,2,5,7,7,11,11,17,18,18,18,20,20,20,22,22,27,27,27,27,27,30,30,34,35,37,40,46,46,46,46,50
2,2,6,4,0,2,4,2,2,6,4,1,3,6,4,6,2,4,4,4,6,0,0,0,0,2,5,7,7,11,12,18,18,18,18,20,20,20,22,22,25,25,25,27,27,27,27,35,37,41,43,43,46,46,46,46
2,2,6,4,0,2,4,2,2,6,4,1,3,6,6,6,2,2,4,6,6,0,0,0,0,2,5,7,7,7,11,18,18,18,18,20,20,20,20,20,20,22,22,27,27,27,27,30,37,40,43,46,46,46,46,50
2,2,6,4,0,2,4,2,2,6,4,1,3,6,6,6,2,4,4,4,6,0,0,0,0,2,5,7,7,11,14,18,18,18,20,20,20,20,22,22,25,25,25,27,27,27,27,37,37,43,43,43,46,46,46,50
2,2,6,4,0,2,4,2,2,6,6,1,3,6,2,6,2,5,4,5,6,0,0,0,0,2,5,6,7,7,11,16,18,18,20,20,20,20,22,22,23,26,27,27,27,29,29,29,29,30,37,45,46,46,48,50
2,2,6,4,0,2,4,2,2,6,6,1,3,6,3,6,2,4,4,6,6,0,0,0,0,2,5,7,7,9,11,17,18,18,20,20,20,20,22,22,27,27,27,27,27,27,30,34,37,37,40,46,46,46,46,50
2,2,6,4,0,2,4,2,2,6,6,1,3,6,3,6,2,5,4,5,6,0,0,0,0,2,5,7,7,10,11,17,18,18,20,20,20,20,22,22,26,27,27,29,29,29,29,33,37,37,40,45,46,46,48,50
2,2,6,4,0,2,4,2,2,6,6,1,3,6,4,6,2,2,4,4,6,0,0,0,0,2,5,5,7,7,11,18,18,18,20,20,20,20,20,20,20,22,22,25,27,27,27,27,35,37,43,43,46,46,46,50
2,2,6,4,0,2,4,2,2,6,6,1,3,6,4,6,2,4,4,2,6,0,0,0,0,2,5,7,7,11,12,18,18,18,18,20,20,20,20,20,22,22,22,27,27,27,27,27,27,27,37,43,46,46,46,50
2,2,6,4,0,2,4,2,2,6,6,1,3,6,6,6,2,1,4,1,6,0,0,0,0,2,4,4,5,5,7,7,7,7,7,7,11,11,14,18,18,20,20,20,20,20,22,22,27,27,37,46,46,46,50,50
2,2,6,4,0,2,4,2,2,6,6,1,3,6,6,6,2,2,4,4,6,0,0,0,0,2,5,7,7,7,11,18,18,20,20,20,20,20,20,20,20,22,22,25,27,27,27,27,37,37,43,46,46,46,50,50
2,2,6,4,0,4,4,2,2,6,2,1,3,6,4,6,2,4,4,6,4,0,0,0,2,2,5,7,7,11,12,18,18,18,18,20,20,20,20,22,22,25,25,25,27,27,27,37,37,43,43,43,43,46,46,46
2,2,6,4,0,4,4,2,2,6,2,1,3,6,4,6,2,6,4,4,4,0,0,0,2,2,5,7,7,11,14,18,18,18,18,20,20,20,20,22,22,25,25,27,27,27,27,35,37,41,41,43,46,46,46,46
2,2,6,4,0,4,4,2,2,6,2,1,3,6,6,6,2,3,4,3,4,0,0,0,2,2,5,7,7,11,11,17,17,18,18,18,20,20,20,22,22,22,27,27,27,27,27,34,34,35,35,37,37,46,46,46
2,2,6,4,0,4,4,2,2,6,2,1,3,6,6,6,2,4,4,6,4,0,0,0,2,2,5,7,7,11,14,18,18,18,18,20,20,20,20,22,22,25,27,27,27,27,27,37,40,43,43,43,46,46,46,46
2,2,6,4,0,4,4,2,2,6,4,1,3,6,1,6,2,6,4,6,4,0,0,0,2,2,4,5,5,7,7,11,11,12,14,18,18,20,20,20,22,22,25,27,27,27,27,27,37,43,43,43,46,46,46,50
2,2,6,4,0,4,4,2,2,6,4,1,3,6,3,6,2,6,4,6,4,0,0,0,2,2,5,7,7,11,11,18,18,20,20,20,22,22,22,25,27,27,27,27,27,34,35,37,37,43,43,43,46,46,46,50
